,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,carrier,gender
319,name320,lastname320,July,21,1997,BS Management,+63 917 854 8646,Globe,Male
320,name321,lastname321,August,26,1997,BS Communications Technology Management,+63 927 414 7766,Globe,Female
321,name322,lastname322,June,14,1999,BS Legal Management,+63 918 600 7855,Smart,Female
322,name323,lastname323,June,8,1998,BS Management,+63 917 308 8490,Globe,Male
323,name324,lastname324,July,21,1998,BS Management Engineering,+63 918 788 7131,Smart,Male
324,name325,lastname325,March,24,1998,BS Management Engineering,+63 917 557 5935,Globe,Female
325,name326,lastname326,February,24,2000,BS Communications Technology Management,+63 918 561 3677,Smart,Female
326,name327,lastname327,July,16,1997,BS Information Technology Entrepreneurship,+63 917 604 7756,Globe,Male
327,name328,lastname328,June,1,1999,BS Information Technology Entrepreneurship,+63 917 992 5461,Globe,Female
328,name329,lastname329,December,5,1997,BS Information Technology Entrepreneurship,+63 918 451 8833,Smart,Female
329,name330,lastname330,July,3,1998,BS Information Technology Entrepreneurship,+63 918 158 9284,Smart,Male
330,name331,lastname331,January,26,1998,BS Management,+63 927 146 5990,Globe,Female
331,name332,lastname332,April,18,1999,BS Legal Management,+63 918 299 4084,Smart,Female
332,name333,lastname333,June,17,2000,BS Communications Technology Management,+63 927 779 3123,Globe,Male
333,name334,lastname334,January,2,1998,BS Legal Management,+63 927 182 1332,Globe,Male
334,name335,lastname335,May,21,1999,BS Communications Technology Management,+63 918 169 5036,Smart,Female
335,name336,lastname336,April,11,1999,BS Information Technology Entrepreneurship,+63 918 152 3167,Smart,Male
336,name337,lastname337,December,8,1998,BS Management,+63 927 503 8110,Globe,Male
337,name338,lastname338,September,20,2001,BS Communications Technology Management,+63 927 746 2862,Globe,Male
338,name339,lastname339,April,22,2000,BS Information Technology Entrepreneurship,+63 918 233 2323,Smart,Female
339,name340,lastname340,June,4,1999,BS Legal Management,+63 917 685 3086,Globe,Female
340,name341,lastname341,August,22,1999,BS Management,+63 917 949 6688,Globe,Female
341,name342,lastname342,July,2,1999,BS Management,+63 917 306 7389,Globe,Male
342,name343,lastname343,December,18,1998,BS Legal Management,+63 917 431 1238,Globe,Male
343,name344,lastname344,July,13,2000,BS Information Technology Entrepreneurship,+63 918 185 7288,Smart,Male
344,name345,lastname345,April,19,1999,BS Information Technology Entrepreneurship,+63 918 269 8208,Smart,Male
345,name346,lastname346,July,19,2000,BS Information Technology Entrepreneurship,+63 917 816 8886,Globe,Female
346,name347,lastname347,March,21,1998,BS Information Technology Entrepreneurship,+63 918 386 4602,Smart,Male
347,name348,lastname348,January,13,1997,BS Information Technology Entrepreneurship,+63 917 728 4754,Globe,Female
348,name349,lastname349,February,18,1999,BS Management Engineering,+63 918 636 8281,Smart,Female
349,name350,lastname350,September,17,1997,BS Management Engineering,+63 917 301 6396,Globe,Male
350,name351,lastname351,December,21,1997,BS Legal Management,+63 917 683 8576,Globe,Female
351,name352,lastname352,February,28,1997,BS Management,+63 917 897 3550,Globe,Male
352,name353,lastname353,June,11,2001,BS Communications Technology Management,+63 927 205 9262,Globe,Female
353,name354,lastname354,February,16,1997,BS Information Technology Entrepreneurship,+63 918 120 1113,Smart,Female
354,name355,lastname355,April,1,1999,BS Communications Technology Management,+63 927 831 9943,Globe,Female
355,name356,lastname356,July,26,2001,BS Management,+63 918 111 2365,Smart,Male
356,name357,lastname357,August,5,1997,BS Communications Technology Management,+63 927 733 6775,Globe,Male
357,name358,lastname358,August,17,1999,BS Information Technology Entrepreneurship,+63 917 354 8160,Globe,Female
358,name359,lastname359,December,18,2000,BS Management,+63 927 612 3910,Globe,Female
359,name360,lastname360,May,11,1999,BS Management,+63 927 228 4106,Globe,Male
360,name361,lastname361,February,9,2001,BS Legal Management,+63 918 211 1764,Smart,Male
361,name362,lastname362,September,27,2001,BS Management Engineering,+63 917 340 3848,Globe,Male
362,name363,lastname363,October,21,1997,BS Management,+63 927 317 3533,Globe,Male
363,name364,lastname364,January,8,1997,BS Management,+63 927 592 8138,Globe,Female
364,name365,lastname365,July,6,1999,BS Management Engineering,+63 917 102 3528,Globe,Female
365,name366,lastname366,November,13,1997,BS Information Technology Entrepreneurship,+63 918 384 3861,Smart,Male
366,name367,lastname367,May,15,1998,BS Information Technology Entrepreneurship,+63 917 277 1823,Globe,Male
367,name368,lastname368,June,22,2000,BS Information Technology Entrepreneurship,+63 927 594 7966,Globe,Male
368,name369,lastname369,March,1,2000,BS Management Engineering,+63 927 195 7539,Globe,Male
369,name370,lastname370,September,3,2001,BS Information Technology Entrepreneurship,+63 927 126 8314,Globe,Female
370,name371,lastname371,January,26,1998,BS Legal Management,+63 927 788 6832,Globe,Female
371,name372,lastname372,August,25,1997,BS Communications Technology Management,+63 917 768 3190,Globe,Female
372,name373,lastname373,April,4,1998,BS Communications Technology Management,+63 927 499 8056,Globe,Male
373,name374,lastname374,March,6,1998,BS Communications Technology Management,+63 917 196 2990,Globe,Male
374,name375,lastname375,August,21,1999,BS Information Technology Entrepreneurship,+63 918 187 3716,Smart,Male
375,name376,lastname376,April,24,1998,BS Management Engineering,+63 917 691 7182,Globe,Male
376,name377,lastname377,February,9,1998,BS Information Technology Entrepreneurship,+63 927 256 3795,Globe,Female
377,name378,lastname378,December,5,1999,BS Communications Technology Management,+63 927 176 7320,Globe,Male
378,name379,lastname379,January,26,1997,BS Communications Technology Management,+63 927 360 1774,Globe,Male
379,name380,lastname380,March,12,1998,BS Management,+63 927 990 1362,Globe,Female
380,name381,lastname381,November,21,1998,BS Management,+63 918 334 8614,Smart,Female
381,name382,lastname382,June,14,1999,BS Information Technology Entrepreneurship,+63 917 688 8237,Globe,Female
382,name383,lastname383,July,27,1999,BS Management Engineering,+63 927 547 7228,Globe,Female
383,name384,lastname384,February,6,1997,BS Legal Management,+63 927 731 1675,Globe,Male
384,name385,lastname385,September,18,1998,BS Legal Management,+63 918 389 8961,Smart,Male
385,name386,lastname386,October,6,1999,BS Management Engineering,+63 927 568 4260,Globe,Female
386,name387,lastname387,June,16,1999,BS Management,+63 927 477 1635,Globe,Female
387,name388,lastname388,January,2,2000,BS Information Technology Entrepreneurship,+63 917 261 6867,Globe,Female
388,name389,lastname389,September,24,1999,BS Communications Technology Management,+63 927 508 2670,Globe,Female
389,name390,lastname390,January,21,2000,BS Management Engineering,+63 917 293 6725,Globe,Male
390,name391,lastname391,December,16,2000,BS Management,+63 927 487 4223,Globe,Female
391,name392,lastname392,August,2,1999,BS Information Technology Entrepreneurship,+63 917 763 4974,Globe,Male
392,name393,lastname393,June,28,1998,BS Legal Management,+63 917 793 6625,Globe,Female
393,name394,lastname394,June,13,1999,BS Information Technology Entrepreneurship,+63 927 552 3618,Globe,Female
394,name395,lastname395,January,23,2001,BS Management,+63 917 187 1504,Globe,Male
395,name396,lastname396,September,19,1999,BS Legal Management,+63 917 655 6808,Globe,Female
396,name397,lastname397,January,8,1999,BS Management Engineering,+63 918 441 4937,Smart,Male
397,name398,lastname398,September,2,1999,BS Legal Management,+63 917 807 2225,Globe,Male
398,name399,lastname399,August,25,2001,BS Management,+63 927 589 3638,Globe,Male
399,name400,lastname400,February,9,1999,BS Management,+63 917 785 6859,Globe,Female
400,name401,lastname401,October,3,1998,BS Management,+63 918 593 5046,Smart,Female
401,name402,lastname402,March,4,2001,BS Information Technology Entrepreneurship,+63 918 486 8396,Smart,Male
402,name403,lastname403,June,20,1998,BS Information Technology Entrepreneurship,+63 917 281 9618,Globe,Female
403,name404,lastname404,May,23,1997,BS Communications Technology Management,+63 917 621 8869,Globe,Male
404,name405,lastname405,November,4,1999,BS Management Engineering,+63 927 924 6856,Globe,Male
405,name406,lastname406,December,11,1998,BS Management Engineering,+63 918 184 7364,Smart,Female
406,name407,lastname407,May,17,1998,BS Management,+63 927 794 4417,Globe,Male
407,name408,lastname408,July,17,2001,BS Management,+63 927 472 7168,Globe,Female
408,name409,lastname409,August,1,1997,BS Management Engineering,+63 918 483 2009,Smart,Female
409,name410,lastname410,August,22,1997,BS Communications Technology Management,+63 917 347 8315,Globe,Male
410,name411,lastname411,February,20,1998,BS Information Technology Entrepreneurship,+63 917 881 3071,Globe,Male
411,name412,lastname412,February,10,1999,BS Management,+63 917 681 7070,Globe,Female
412,name413,lastname413,May,9,1997,BS Management Engineering,+63 917 277 3163,Globe,Male
413,name414,lastname414,June,5,2001,BS Information Technology Entrepreneurship,+63 917 367 2247,Globe,Male
414,name415,lastname415,November,15,1999,BS Information Technology Entrepreneurship,+63 927 996 8602,Globe,Female
415,name416,lastname416,May,25,1998,BS Communications Technology Management,+63 917 211 3821,Globe,Female
416,name417,lastname417,June,12,1997,BS Management Engineering,+63 927 137 5483,Globe,Male
417,name418,lastname418,February,22,1998,BS Information Technology Entrepreneurship,+63 927 146 1580,Globe,Female
418,name419,lastname419,February,14,1999,BS Management,+63 917 686 4318,Globe,Male
419,name420,lastname420,May,7,1999,BS Management,+63 918 870 7055,Smart,Female
420,name421,lastname421,June,27,2001,BS Communications Technology Management,+63 917 306 8677,Globe,Female
421,name422,lastname422,July,3,1997,BS Communications Technology Management,+63 927 364 8721,Globe,Male
422,name423,lastname423,September,14,2000,BS Management,+63 917 520 5319,Globe,Male
423,name424,lastname424,April,6,1998,BS Management,+63 918 812 6741,Smart,Female
424,name425,lastname425,April,14,1999,BS Management,+63 918 784 4632,Smart,Male
425,name426,lastname426,March,15,2000,BS Management Engineering,+63 927 103 8881,Globe,Female
426,name427,lastname427,November,13,1997,BS Management,+63 927 869 8588,Globe,Male
427,name428,lastname428,April,19,1998,BS Communications Technology Management,+63 918 373 8418,Smart,Male
428,name429,lastname429,November,10,2001,BS Communications Technology Management,+63 918 313 7865,Smart,Female
429,name430,lastname430,February,5,2001,BS Communications Technology Management,+63 927 804 2579,Globe,Female
430,name431,lastname431,June,5,1998,BS Management Engineering,+63 917 648 3069,Globe,Female
431,name432,lastname432,March,27,2001,BS Communications Technology Management,+63 927 329 1747,Globe,Female
432,name433,lastname433,November,17,1997,BS Management,+63 927 297 9518,Globe,Male
433,name434,lastname434,December,14,1997,BS Management Engineering,+63 927 931 6877,Globe,Male
434,name435,lastname435,August,23,2000,BS Information Technology Entrepreneurship,+63 917 307 2012,Globe,Male
435,name436,lastname436,January,13,1998,BS Information Technology Entrepreneurship,+63 917 243 4142,Globe,Male
436,name437,lastname437,February,28,2001,BS Communications Technology Management,+63 927 116 5889,Globe,Female
437,name438,lastname438,May,24,2000,BS Legal Management,+63 917 746 9784,Globe,Female
438,name439,lastname439,April,13,1998,BS Legal Management,+63 917 228 3833,Globe,Female
439,name440,lastname440,May,14,1997,BS Legal Management,+63 917 896 3614,Globe,Male
440,name441,lastname441,May,28,1999,BS Management Engineering,+63 927 292 9675,Globe,Female
441,name442,lastname442,July,23,1999,BS Communications Technology Management,+63 918 786 1587,Smart,Female
442,name443,lastname443,January,20,1999,BS Information Technology Entrepreneurship,+63 918 315 9445,Smart,Male
443,name444,lastname444,April,16,1999,BS Communications Technology Management,+63 918 185 3883,Smart,Female
444,name445,lastname445,September,23,1997,BS Legal Management,+63 918 133 8176,Smart,Male
445,name446,lastname446,July,16,2000,BS Legal Management,+63 917 158 9222,Globe,Male
446,name447,lastname447,May,26,1998,BS Communications Technology Management,+63 918 777 2751,Smart,Male
447,name448,lastname448,January,23,1998,BS Communications Technology Management,+63 918 407 6344,Smart,Female
448,name449,lastname449,April,26,1997,BS Information Technology Entrepreneurship,+63 918 992 1668,Smart,Female
449,name450,lastname450,March,28,2001,BS Management,+63 918 661 9609,Smart,Male
450,name451,lastname451,March,26,2000,BS Legal Management,+63 918 554 4787,Smart,Male
451,name452,lastname452,December,27,1998,BS Legal Management,+63 927 196 8999,Globe,Male
452,name453,lastname453,October,24,1999,BS Information Technology Entrepreneurship,+63 927 768 6004,Globe,Male
453,name454,lastname454,August,3,1999,BS Information Technology Entrepreneurship,+63 918 563 6928,Smart,Male
454,name455,lastname455,March,4,1999,BS Management Engineering,+63 927 992 1613,Globe,Female
455,name456,lastname456,March,21,2000,BS Management,+63 918 966 5429,Smart,Female
456,name457,lastname457,December,24,1997,BS Information Technology Entrepreneurship,+63 917 950 6481,Globe,Female
457,name458,lastname458,January,11,1998,BS Information Technology Entrepreneurship,+63 927 174 8702,Globe,Female
458,name459,lastname459,January,26,2001,BS Information Technology Entrepreneurship,+63 927 810 5085,Globe,Male
459,name460,lastname460,April,26,1997,BS Legal Management,+63 918 955 5912,Smart,Male
460,name461,lastname461,April,14,1997,BS Communications Technology Management,+63 917 365 4093,Globe,Female
461,name462,lastname462,August,13,2000,BS Legal Management,+63 927 161 4112,Globe,Female
462,name463,lastname463,December,9,2001,BS Management Engineering,+63 927 712 6963,Globe,Female
463,name464,lastname464,January,24,1999,BS Communications Technology Management,+63 918 694 3625,Smart,Male
464,name465,lastname465,February,27,1999,BS Management Engineering,+63 927 221 6429,Globe,Male
465,name466,lastname466,February,5,1997,BS Legal Management,+63 918 380 9040,Smart,Male
466,name467,lastname467,October,26,1999,BS Information Technology Entrepreneurship,+63 917 319 5070,Globe,Male
467,name468,lastname468,June,8,2000,BS Communications Technology Management,+63 918 799 5285,Smart,Female
468,name469,lastname469,August,8,1999,BS Information Technology Entrepreneurship,+63 918 941 5488,Smart,Female
469,name470,lastname470,June,21,1998,BS Information Technology Entrepreneurship,+63 927 534 2876,Globe,Male
